bvid,page,title,author,tags,category,play_count,regex_content_type,regex_is_game,regex_is_cover,regex_rule,suspicious,suspicious_reason
BV13t411V7pX,1,鳥の詩 -IA version-,IA小天使OFFICIAL,"V家,IA,Vocaloid,IA小天使,伊爱,イア,IA小天使OFFICIAL,鸟之诗,鳥の詩,LIA",VOCALOID·UTAU,165339,ia_music,False,False,music_signal,False,
BV1js411o7ok,1,【机械Project】玻璃色的鸢尾花【IA】,Overidea_China,"VOCALOID,神无月P,玻璃色的鸢尾花,机械PROJECT,双子玉子(ギター),コショウP,IA,キョウカ(原作),猫乃よもぎ(絵師),SM27787111",VOCALOID·UTAU,161640,ia_music,False,False,music_signal,False,
BV1Gx411F7PS,1,【IA】我在找弟弟的A片的时候他带女朋友回来,非洲のGUMI酱,"弟のエロDVD渔ってたら彼女连れて帰ってきた,さいたまにすと,SM17911956,VOCALOID,IA",VOCALOID·UTAU,160833,ia_music,False,False,music_signal,False,
BV1zs411U77V,1,【Miku&amp;IA国人民族调原创曲】传颂之章【花之祭P】❀,花之祭P,"MIKU DARK,VOCALOID民族调曲,原创曲,咏吟轩,花之祭P,零届0RZ,美哭,初音MIKU,IA,杏花包儿",VOCALOID·UTAU,160559,ia_music,False,False,music_weird_title,True,tags有IA/VOCALOID但标题格式非标准歌曲(clean='传颂之章❀')，需LLM确认
BV1vx411A7QG,1,【IA×初音ミク】空奏列車【Orangestar】,酸素ちゃん,"ORANGESTAR,VOCALOID,空奏列车,IA,初音MIKU",VOCALOID·UTAU,156545,ia_music,False,False,music_signal,False,
BV1Tx411F7e7,1,【IA】如月attention（自然之敵P）,trance羯,"PV,じん,IA,如月アテンション,如月ATTENTION,如月,如月桃,不能再赞系列,目隐都市的演绎者,VOCALOID",VOCALOID·UTAU,153379,ia_music,False,False,music_signal,False,
BV1Ax411N7W7,1,【ルカミクグミIAリン】一騎当千【梅とら】【MV】,牛牛蝎羯,"GUMI,一骑当千,梅とら,IA,初音MIKU,镜音RIN,巡音LUKA,VOCALOID",VOCALOID·UTAU,151763,ia_music,False,False,music_weird_title,True,tags有IA/VOCALOID但标题格式非标准歌曲(clean='一騎当千')，需LLM确认
BV16o4y1176J,1,重奏オルレアン／IA・初音ミク,翼ある闇,"初音MIKU,IA",VOCALOID·UTAU,72533,ia_music,False,False,music_signal,False,
BV16o4y1176J,2,重奏オルレアン／IA・初音ミク - ニコニコ動画,翼ある闇,"初音MIKU,IA",VOCALOID·UTAU,72533,ia_music,False,False,music_signal,False,
BV1Px411P73x,1,【IA】雨声残响【orangestarP】,赤鸣,"蜜柑星P,IA,雨き声残响,VOCALOID,Orangestar",VOCALOID·UTAU,143571,ia_music,False,False,music_signal,False,
BV1st41197xJ,1,超会议2018 IA 哨戒班,洛奇亚X,"VOCALOIDCHINA,演唱会,超会议,音乐,IA",VOCALOID·UTAU,141272,ia_music,False,False,music_signal,False,
BV12s411S7CA,1,【ルカミクグミIAリン】Love Me If You Can【梅とら】,牛牛蝎羯,"梅とら,LOVE ME IF YOU CAN,VOCALOID",VOCALOID·UTAU,141245,ia_music,False,False,music_signal,False,
BV1Gx411w7Vp,1,【IA】Head Phone Actor【じん(自然の敵P)】,BILI君的音樂工房,"VOCALOID,じん（自然の敌P）,しづ,ヘッドフォンアクター,IAIAIA,中毒到死,IA,目隐都市的演绎者",VOCALOID·UTAU,138829,ia_music,False,False,music_signal,False,
